Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
LRX2.F,L UC ETF COV BD AGG,ETF,0,L UC ETF COV BD AGG (LRX2.F),N/A,N/A
EMBL.L,LYXOR INDEX FUND LYXOR EMERGING,ETF,0,LYXOR INDEX FUND LYXOR EMERGING (EMBL.L),N/A,N/A
DIV.SW,L UC ETF EUROST DIV,ETF,0,L UC ETF EUROST DIV (DIV.SW),N/A,N/A
3176893.SW,ISHRS SLI R CH,ETF,0,ISHRS SLI R CH (3176893.SW),N/A,N/A
CFT,iShares Credit Bond,ETF,0,iShares Credit Bond (CFT),N/A,N/A
11KP.L,PXM/HSBC 15 ELN,ETF,0,PXM/HSBC 15 ELN (11KP.L),N/A,N/A
21642636.SG,,ETF,0,21642636.SG,N/A,N/A
OILWP.PA,WTI ETFS OIL SEC,ETF,0,WTI ETFS OIL SEC (OILWP.PA),N/A,N/A
21511918.SG,,ETF,0,21511918.SG,N/A,N/A
MMS.PA,LY.ETF MSCI EMU SM.,ETF,0,LY.ETF MSCI EMU SM. (MMS.PA),N/A,N/A
21725030.SG,,ETF,0,21725030.SG,N/A,N/A
FOL,FactorShares 2X: Oil Bull/S&P500; Bear,ETF,0,FactorShares 2X: Oil Bull/S&P500; Bear (FOL),N/A,N/A
JPNU.L,Lyxor ETF Japan (TOPIX) D-EUR A/I,ETF,0,Lyxor ETF Japan (TOPIX) D-EUR A/I (JPNU.L),N/A,N/A
INRG.AS,ISHS GLO CLN EN USD,ETF,0,ISHS GLO CLN EN USD (INRG.AS),N/A,N/A
18196389.SG,,ETF,0,18196389.SG,N/A,N/A
21005206.SG,,ETF,0,21005206.SG,N/A,N/A
XCS3.SG,DBXT MSCI MALAY 1C,ETF,0,DBXT MSCI MALAY 1C (XCS3.SG),N/A,N/A
LYYI.DE,Lyxor ETF STOXX Europe 600 Retail A/I,ETF,0,Lyxor ETF STOXX Europe 600 Retail A/I (LYYI.DE),N/A,N/A
CFEN.SW,CFEN/ETFS,ETF,0,CFEN/ETFS (CFEN.SW),N/A,N/A
20369600.SG,,ETF,0,20369600.SG,N/A,N/A
3393987.SG,,ETF,0,3393987.SG,N/A,N/A
TLV.TO,PowerShares S&P;/TSX Low Volatility ETF,ETF,0,PowerShares S&P;/TSX Low Volatility ETF (TLV.TO),N/A,N/A
ACCU,AdvisorShares Accuvest Global Opport ETF,ETF,0,AdvisorShares Accuvest Global Opport ETF (ACCU),N/A,N/A
EXI5.F,IS SEU600 REALE,ETF,0,IS SEU600 REALE (EXI5.F),N/A,N/A
IQQV.F,ISHS EUR MA LA G-CT,ETF,0,ISHS EUR MA LA G-CT (IQQV.F),N/A,N/A
18883289.SG,,ETF,0,18883289.SG,N/A,N/A
4GXF.BE,GLBL X FTSE NRWY 30,ETF,0,GLBL X FTSE NRWY 30 (4GXF.BE),N/A,N/A
20766527.SG,,ETF,0,20766527.SG,N/A,N/A
QQQ.PA,PWERSHS EQQQ FD-USD,ETF,0,PWERSHS EQQQ FD-USD (QQQ.PA),N/A,N/A
XSW,SPDR S&P Software & Services ETF,ETF,0,SPDR S&P Software & Services ETF (XSW),N/A,N/A
21319610.SG,,ETF,0,21319610.SG,N/A,N/A
FOS,Focus Morningstar Small Cap ETF,ETF,0,Focus Morningstar Small Cap ETF (FOS),N/A,N/A
21240617.SG,,ETF,0,21240617.SG,N/A,N/A
RWX,SPDR Dow Jones Intl Real Estate,ETF,0,SPDR Dow Jones Intl Real Estate (RWX),N/A,N/A
X018.BE,COMS M RUS30 C IC,ETF,0,COMS M RUS30 C IC (X018.BE),N/A,N/A
X014.F,COMS M PAC IC,ETF,0,COMS M PAC IC (X014.F),N/A,N/A
SCTO.L,SCTO/ETFS,ETF,0,SCTO/ETFS (SCTO.L),N/A,N/A
79PX.L,RSSES2/RBS 14,ETF,0,RSSES2/RBS 14 (79PX.L),N/A,N/A
HMEM.L,HSBC MSCI Emerging Markets ETF,ETF,0,HSBC MSCI Emerging Markets ETF (HMEM.L),N/A,N/A
CMX1.L,ISHARES VII PLC ISHARES MSCI ME,ETF,0,ISHARES VII PLC ISHARES MSCI ME (CMX1.L),N/A,N/A
RWR,SPDR Dow Jones REIT,ETF,0,SPDR Dow Jones REIT (RWR),N/A,N/A
19658798.SG,,ETF,0,19658798.SG,N/A,N/A
HYLD,AdvisorShares Peritus High Yield ETF,ETF,0,AdvisorShares Peritus High Yield ETF (HYLD),N/A,N/A
20515828.SG,,ETF,0,20515828.SG,N/A,N/A
14020458.SG,,ETF,0,14020458.SG,N/A,N/A
SSOB.MI,SSOB/ETFS,ETF,0,SSOB/ETFS (SSOB.MI),N/A,N/A
RWK,RevenueShares Mid Cap,ETF,0,RevenueShares Mid Cap (RWK),N/A,N/A
RWJ,RevenueShares Small Cap,ETF,0,RevenueShares Small Cap (RWJ),N/A,N/A
RWM,ProShares Short Russell2000,ETF,0,ProShares Short Russell2000 (RWM),N/A,N/A
RWL,RevenueShares Large Cap,ETF,0,RevenueShares Large Cap (RWL),N/A,N/A
TWNL.L,LYXOR INTERNATIONAL ASSET MANAG,ETF,0,LYXOR INTERNATIONAL ASSET MANAG (TWNL.L),N/A,N/A
UIMM.DE,UBS ETF M WD SR AD,ETF,0,UBS ETF M WD SR AD (UIMM.DE),N/A,N/A
LYPL.HM,L ETF / NAR DEV EUR,ETF,0,L ETF / NAR DEV EUR (LYPL.HM),N/A,N/A
MUA.PA,L ETF/NAR US D-EUR,ETF,0,L ETF/NAR US D-EUR (MUA.PA),N/A,N/A
XGDD.L,DB X-TRACKERS DBX STOXX GLOBAL ,ETF,0,DB X-TRACKERS DBX STOXX GLOBAL  (XGDD.L),N/A,N/A
RWG,Columbia Select Large Cap Growth ETF,ETF,0,Columbia Select Large Cap Growth ETF (RWG),N/A,N/A
12103829.IR,,ETF,0,12103829.IR,N/A,N/A
71FJ.L,7.5 DANA GAS ,ETF,0,7.5 DANA GAS  (71FJ.L),N/A,N/A
19530665.SG,,ETF,0,19530665.SG,N/A,N/A
AAA.AX,BetaShares Aus High Interest Cash ETF,ETF,0,BetaShares Aus High Interest Cash ETF (AAA.AX),N/A,N/A
SBRT.L,SBRT/ETFS,ETF,0,SBRT/ETFS (SBRT.L),N/A,N/A
11400768.SG,,ETF,0,11400768.SG,N/A,N/A
20641661.SG,,ETF,0,20641661.SG,N/A,N/A
13027359.SG,,ETF,0,13027359.SG,N/A,N/A
SALL.L,SALL/ETFS CMDTY,ETF,0,SALL/ETFS CMDTY (SALL.L),N/A,N/A
60XT.L,MLS/HSBC WT19,ETF,0,MLS/HSBC WT19 (60XT.L),N/A,N/A
LWMV.L,OSSIAM LUX OSSIAM WORLD MIN VAR,ETF,0,OSSIAM LUX OSSIAM WORLD MIN VAR (LWMV.L),N/A,N/A
PJEU.MU,POWR EUROMTS EUR-AC,ETF,0,POWR EUROMTS EUR-AC (PJEU.MU),N/A,N/A
19520557.SG,,ETF,0,19520557.SG,N/A,N/A
L8I1.HM,L UCIT CH ENT C EUR,ETF,0,L UCIT CH ENT C EUR (L8I1.HM),N/A,N/A
6PSC.SG,POWSHS FTSE RAFI EU,ETF,0,POWSHS FTSE RAFI EU (6PSC.SG),N/A,N/A
EUN3.SG,ISHS GLB GOV B G-CT,ETF,0,ISHS GLB GOV B G-CT (EUN3.SG),N/A,N/A
EXHA.BE,ISHS EB.R GG,ETF,0,ISHS EB.R GG (EXHA.BE),N/A,N/A
LYYK.HM,L UC ETF E600 TELEC,ETF,0,L UC ETF E600 TELEC (LYYK.HM),N/A,N/A
20251319.SG,,ETF,0,20251319.SG,N/A,N/A
GBB7VQL13.MU,BAYERNLB CAP TR VRN,ETF,0,BAYERNLB CAP TR VRN (GBB7VQL13.MU),N/A,N/A
FXA,CurrencyShares Australian Dollar Trust,ETF,0,CurrencyShares Australian Dollar Trust (FXA),N/A,N/A
PBP,PowerShares S&P; 500 BuyWrite,ETF,0,PowerShares S&P; 500 BuyWrite (PBP),N/A,N/A
10601999.SG,,ETF,0,10601999.SG,N/A,N/A
SPYG,SPDR S&P; 500 Growth ETF,ETF,0,SPDR S&P; 500 Growth ETF (SPYG),N/A,N/A
PBS,PowerShares Dynamic Media,ETF,0,PowerShares Dynamic Media (PBS),N/A,N/A
4463518.IR,POWSH GLB AGRI USD,ETF,0,POWSH GLB AGRI USD (4463518.IR),N/A,N/A
PBW,PowerShares WilderHill Clean Energy,ETF,0,PowerShares WilderHill Clean Energy (PBW),N/A,N/A
SLHO.MI,SLHO/ETFS,ETF,0,SLHO/ETFS (SLHO.MI),N/A,N/A
LYS5.DU,L GOV BD 3-5Y C EUR,ETF,0,L GOV BD 3-5Y C EUR (LYS5.DU),N/A,N/A
X011.DE,COMS M EU IC,ETF,0,COMS M EU IC (X011.DE),N/A,N/A
LVOL,Russell 1000 Low Volatility ETF,ETF,0,Russell 1000 Low Volatility ETF (LVOL),N/A,N/A
VG72.BE,VANG FTSE ETF USD,ETF,0,VANG FTSE ETF USD (VG72.BE),N/A,N/A
40LR.L,HBOS VRN REG-S,ETF,0,HBOS VRN REG-S (40LR.L),N/A,N/A
FXL,First Trust Technology AlphaDEX,ETF,0,First Trust Technology AlphaDEX (FXL),N/A,N/A
20961696.SG,,ETF,0,20961696.SG,N/A,N/A
PBD,PowerShares Global Clean Energy,ETF,0,PowerShares Global Clean Energy (PBD),N/A,N/A
PBE,PowerShares Dynamic Biotech & Genome,ETF,0,PowerShares Dynamic Biotech & Genome (PBE),N/A,N/A
21109329.SG,,ETF,0,21109329.SG,N/A,N/A
22174632.SG,,ETF,0,22174632.SG,N/A,N/A
PBJ,PowerShares Dynamic Food & Beverage,ETF,0,PowerShares Dynamic Food & Beverage (PBJ),N/A,N/A
10228181.SG,,ETF,0,10228181.SG,N/A,N/A
FXN,First Trust Energy AlphaDEX,ETF,0,First Trust Energy AlphaDEX (FXN),N/A,N/A
540Q.BE,AM GRAD 10-15 ETF C,ETF,0,AM GRAD 10-15 ETF C (540Q.BE),N/A,N/A
SPMV.PA,OL US MV UE1CC,ETF,0,OL US MV UE1CC (SPMV.PA),N/A,N/A
10200506.DU,ISH EUR GOV 1-3-ACC,ETF,0,ISH EUR GOV 1-3-ACC (10200506.DU),N/A,N/A
IVOO,Vanguard S&P; Mid-Cap 400 Index ETF,ETF,0,Vanguard S&P; Mid-Cap 400 Index ETF (IVOO),N/A,N/A
GXU.NX,ISHS DJ US S D,ETF,0,ISHS DJ US S D (GXU.NX),N/A,N/A
DXS3.MU,DBX S&P500; SH 1C,ETF,0,DBX S&P500; SH 1C (DXS3.MU),N/A,N/A
IVOG,Vanguard S&P; Mid-Cap 400 Growth Idx ETF,ETF,0,Vanguard S&P; Mid-Cap 400 Growth Idx ETF (IVOG),N/A,N/A
EXH3.MU,IS SEU600 F&B;,ETF,0,IS SEU600 F&B; (EXH3.MU),N/A,N/A
50OJ.L,BAJAJAUT/BARCLAYS17,ETF,0,BAJAJAUT/BARCLAYS17 (50OJ.L),N/A,N/A
18991573.SG,,ETF,0,18991573.SG,N/A,N/A
XG71.F,DBX IBOXX GR7-10 1D,ETF,0,DBX IBOXX GR7-10 1D (XG71.F),N/A,N/A
IDNA.L,iShares MSCI North America,ETF,0,iShares MSCI North America (IDNA.L),N/A,N/A
XMUS.MI,DBXT MSCI USA 1C,ETF,0,DBXT MSCI USA 1C (XMUS.MI),N/A,N/A
PSRH.L,POWERSHARES GLBAL FUNDS IRELAND,ETF,0,POWERSHARES GLBAL FUNDS IRELAND (PSRH.L),N/A,N/A
EXHJ.MU,ISMARLS5.5-10.5,ETF,0,ISMARLS5.5-10.5 (EXHJ.MU),N/A,N/A
22122243.SG,,ETF,0,22122243.SG,N/A,N/A
CWE.PA,A WLD ENERG ETF EUR,ETF,0,A WLD ENERG ETF EUR (CWE.PA),N/A,N/A
IVOP,iPath Inverse S&P; 500 VIX ST Fut ETN II,ETF,0,iPath Inverse S&P; 500 VIX ST Fut ETN II (IVOP),N/A,N/A
IVOV,Vanguard S&P; Mid-Cap 400 Value Index ETF,ETF,0,Vanguard S&P; Mid-Cap 400 Value Index ETF (IVOV),N/A,N/A
BKL.TO,PowerShares Senior Loan CAD Hdg ETF,ETF,0,PowerShares Senior Loan CAD Hdg ETF (BKL.TO),N/A,N/A
XBAK.SG,DBXT MSCI PAKI 1C,ETF,0,DBXT MSCI PAKI 1C (XBAK.SG),N/A,N/A
19341262.SG,,ETF,0,19341262.SG,N/A,N/A
X016.DE,COMS M EAST EU IC,ETF,0,COMS M EAST EU IC (X016.DE),N/A,N/A
DBPX.F,DBXT MSCI W IND 1C,ETF,0,DBXT MSCI W IND 1C (DBPX.F),N/A,N/A
12486301.DU,ISHS MSCI JP G-CT,ETF,0,ISHS MSCI JP G-CT (12486301.DU),N/A,N/A
SYBF.DE,SPDR Barclays 0-3 Yr US Corp Bd ETF,ETF,0,SPDR Barclays 0-3 Yr US Corp Bd ETF (SYBF.DE),N/A,N/A
EUNL.MU,ISHS MSCI WORL G-CT,ETF,0,ISHS MSCI WORL G-CT (EUNL.MU),N/A,N/A
MINC,AdvisorShares Newfleet Mult-Sect Inc ETF,ETF,0,AdvisorShares Newfleet Mult-Sect Inc ETF (MINC),N/A,N/A
3919545.SG,,ETF,0,3919545.SG,N/A,N/A
GXS.NX,ISHARES DJESS,ETF,0,ISHARES DJESS (GXS.NX),N/A,N/A
19885579.SG,,ETF,0,19885579.SG,N/A,N/A
DVYA,iShares Asia/Pacific Dividend,ETF,0,iShares Asia/Pacific Dividend (DVYA),N/A,N/A
UC53.L,UBS(Irl)ETF plc-Sol GPGoldMnr (USD)A-dis,ETF,0,UBS(Irl)ETF plc-Sol GPGoldMnr (USD)A-dis (UC53.L),N/A,N/A
18551840.SG,,ETF,0,18551840.SG,N/A,N/A
MINT,PIMCO Enhanced Short Maturity ETF,ETF,0,PIMCO Enhanced Short Maturity ETF (MINT),N/A,N/A
DVYL,UBS E-TRACS Mo Pay 2x DJ Select Div ETN,ETF,0,UBS E-TRACS Mo Pay 2x DJ Select Div ETN (DVYL),N/A,N/A
XDXE.F,DBXT2 EUR S DSD 1C,ETF,0,DBXT2 EUR S DSD 1C (XDXE.F),N/A,N/A
KCRAV3KSHB.ST,BASKET/SHB CT 13,ETF,0,BASKET/SHB CT 13 (KCRAV3KSHB.ST),N/A,N/A
21642640.SG,,ETF,0,21642640.SG,N/A,N/A
YRDV.AX,RUSSELL HIGH DIV AUST,ETF,0,RUSSELL HIGH DIV AUST (YRDV.AX),N/A,N/A
EUNN.F,ISHS MSCI JAP G-CT,ETF,0,ISHS MSCI JAP G-CT (EUNN.F),N/A,N/A
UC43.L,UBS(Irl)ETF plc-MSCI Brazil (USD) I-dis,ETF,0,UBS(Irl)ETF plc-MSCI Brazil (USD) I-dis (UC43.L),N/A,N/A
TBX,ProShares Short 7-10 Year Treasury,ETF,0,ProShares Short 7-10 Year Treasury (TBX),N/A,N/A
TBZ,ProShares UltraShort 3-7 Year Treasury,ETF,0,ProShares UltraShort 3-7 Year Treasury (TBZ),N/A,N/A
C40.PA,A CAC40 UCITS ETF C,ETF,0,A CAC40 UCITS ETF C (C40.PA),N/A,N/A
SHBT,Russell 2000 High Beta ETF,ETF,0,Russell 2000 High Beta ETF (SHBT),N/A,N/A
COSA.BR,Lyxor ETF MSCI AC AsiaexJp ConStpTR CEUR,ETF,0,Lyxor ETF MSCI AC AsiaexJp ConStpTR CEUR (COSA.BR),N/A,N/A
20714545.SG,,ETF,0,20714545.SG,N/A,N/A
ETLV.DE,ETFX S-NET G-CT,ETF,0,ETFX S-NET G-CT (ETLV.DE),N/A,N/A
XUKS.SW,DBXT FTSE100 SH 1C,ETF,0,DBXT FTSE100 SH 1C (XUKS.SW),N/A,N/A
20663246.SG,,ETF,0,20663246.SG,N/A,N/A
19808866.SG,,ETF,0,19808866.SG,N/A,N/A
XLDX.ST,DBXT LEVDAX 1C,ETF,0,DBXT LEVDAX 1C (XLDX.ST),N/A,N/A
XLDX.SW,DBXT LEVDAX 1C,ETF,0,DBXT LEVDAX 1C (XLDX.SW),N/A,N/A
20203810.SG,,ETF,0,20203810.SG,N/A,N/A
C071.SG,COMS S600 MEDIA IC,ETF,0,COMS S600 MEDIA IC (C071.SG),N/A,N/A
4GXM.BE,GLBL X SOCIAL MEDIA,ETF,0,GLBL X SOCIAL MEDIA (4GXM.BE),N/A,N/A
ALTP.L,ETFX DAXglobal Alternative Energy Fund,ETF,0,ETFX DAXglobal Alternative Energy Fund (ALTP.L),N/A,N/A
XCHD.DE,DBXT CSI300 CD 1C,ETF,0,DBXT CSI300 CD 1C (XCHD.DE),N/A,N/A
19615007.SG,,ETF,0,19615007.SG,N/A,N/A
IS3C.DE,iShares J.P. Morgan $ EM Bd EUR Hdgd ETF,ETF,0,iShares J.P. Morgan $ EM Bd EUR Hdgd ETF (IS3C.DE),N/A,N/A
BSV,Vanguard Short-Term Bond ETF,ETF,0,Vanguard Short-Term Bond ETF (BSV),N/A,N/A
10YO.L,MUNDRA/HSBC WT19,ETF,0,MUNDRA/HSBC WT19 (10YO.L),N/A,N/A
94PM.L,DGCL/HSBC WT20,ETF,0,DGCL/HSBC WT20 (94PM.L),N/A,N/A
DJC.PA,ISHS DJ-UBS CS T,ETF,0,ISHS DJ-UBS CS T (DJC.PA),N/A,N/A
18525788.SG,,ETF,0,18525788.SG,N/A,N/A
SC0Z.F,SOU 600 OPT EUR ACC,ETF,0,SOU 600 OPT EUR ACC (SC0Z.F),N/A,N/A
MVV,ProShares Ultra MidCap400,ETF,0,ProShares Ultra MidCap400 (MVV),N/A,N/A
FXR.MX,FTR IND/PRODUR ALDX,ETF,0,FTR IND/PRODUR ALDX (FXR.MX),N/A,N/A
IPDM.L,iShares Physical Palladium ETC,ETF,0,iShares Physical Palladium ETC (IPDM.L),N/A,N/A
MTUM,iShares MSCI USA Momentum Factor,ETF,0,iShares MSCI USA Momentum Factor (MTUM),N/A,N/A
LCFE.L,LCFE/ETFS,ETF,0,LCFE/ETFS (LCFE.L),N/A,N/A
19855183.SG,,ETF,0,19855183.SG,N/A,N/A
120210.KS,GREAT SRI,ETF,0,GREAT SRI (120210.KS),N/A,N/A
ESREUI.MI,UBS ETF M EMESR ID,ETF,0,UBS ETF M EMESR ID (ESREUI.MI),N/A,N/A
21034299.SG,EMIRATES 23 VRN,ETF,0,EMIRATES 23 VRN (21034299.SG),N/A,N/A
60RS.L,BPCL/HSBC WT19,ETF,0,BPCL/HSBC WT19 (60RS.L),N/A,N/A
JBGOGA.SW,JB PHYSGD A (GBP),ETF,0,JB PHYSGD A (GBP) (JBGOGA.SW),N/A,N/A
BSC,ELEMENTS BG Small Cap ETN,ETF,0,ELEMENTS BG Small Cap ETN (BSC),N/A,N/A
GGWC.HM,SAUR F-S GL DEF DD,ETF,0,SAUR F-S GL DEF DD (GGWC.HM),N/A,N/A
CEBL.F,ISHS MSCI EM USD-AC,ETF,0,ISHS MSCI EM USD-AC (CEBL.F),N/A,N/A
UMDD,ProShares UltraPro MidCap400,ETF,0,ProShares UltraPro MidCap400 (UMDD),N/A,N/A
21243321.SG,,ETF,0,21243321.SG,N/A,N/A
IQQK.DU,ISHARES MSCI KO G-C,ETF,0,ISHARES MSCI KO G-C (IQQK.DU),N/A,N/A
SSGT.HM,SPDR S&P; EMG LATAME,ETF,0,SPDR S&P; EMG LATAME (SSGT.HM),N/A,N/A
19077404.SG,,ETF,0,19077404.SG,N/A,N/A
IS0C.SG,ISHS AGRIBUS G-CT,ETF,0,ISHS AGRIBUS G-CT (IS0C.SG),N/A,N/A
40SI.L,BCP FIN VRN REG-S,ETF,0,BCP FIN VRN REG-S (40SI.L),N/A,N/A
BER1.HM,SPINV GL VAL RC,ETF,0,SPINV GL VAL RC (BER1.HM),N/A,N/A
UIQU.SG,UBS MSCI JPY-A-ACC,ETF,0,UBS MSCI JPY-A-ACC (UIQU.SG),N/A,N/A
INP,iPath MSCI India Index ETN,ETF,0,iPath MSCI India Index ETN (INP),N/A,N/A
INR,Market Vectors Indian Rupee/USD ETN,ETF,0,Market Vectors Indian Rupee/USD ETN (INR),N/A,N/A
83100.HK,E Fund CSI 100 A-Share Index ETF,ETF,0,E Fund CSI 100 A-Share Index ETF (83100.HK),N/A,N/A
INY,SPDR Nuveen Barclays Capital NY Muni Bd,ETF,0,SPDR Nuveen Barclays Capital NY Muni Bd (INY),N/A,N/A
EMRD.L,SPDR MSCI EM USD-AC,ETF,0,SPDR MSCI EM USD-AC (EMRD.L),N/A,N/A
LAGR.MI,LAGR/ETFS,ETF,0,LAGR/ETFS (LAGR.MI),N/A,N/A
SBEL.L,ISHARES V PUBLIC LIMITED COMPAN,ETF,0,ISHARES V PUBLIC LIMITED COMPAN (SBEL.L),N/A,N/A
50RA.L,ZENITH/HSBC 15 ELN,ETF,0,ZENITH/HSBC 15 ELN (50RA.L),N/A,N/A
IBCC.HM,,ETF,0,IBCC.HM,N/A,N/A
77JO.L,ENGINEERS/HSBC16VRN,ETF,0,ENGINEERS/HSBC16VRN (77JO.L),N/A,N/A
HLT.PA,L.ETF EU.600 HEALT.,ETF,0,L.ETF EU.600 HEALT. (HLT.PA),N/A,N/A
DX24.DE,,ETF,0,DX24.DE,N/A,N/A
ASD.TO,Horizons Australian Dollar Currency ETF,ETF,0,Horizons Australian Dollar Currency ETF (ASD.TO),N/A,N/A
11IF.L,SOUTHERN/HSBC 15ELN,ETF,0,SOUTHERN/HSBC 15ELN (11IF.L),N/A,N/A
16GE.L,AXIS/HSBC 16,ETF,0,AXIS/HSBC 16 (16GE.L),N/A,N/A
20104437.SG,,ETF,0,20104437.SG,N/A,N/A
20960834.SG,,ETF,0,20960834.SG,N/A,N/A
20616274.SG,,ETF,0,20616274.SG,N/A,N/A
KORZ,Direxion Daily South Korea Bear 3X Shrs,ETF,0,Direxion Daily South Korea Bear 3X Shrs (KORZ),N/A,N/A
19489128.SG,,ETF,0,19489128.SG,N/A,N/A
TZDH.SG,,ETF,0,TZDH.SG,N/A,N/A
UIMG.F,UBS ETF MSCI EMU ID,ETF,0,UBS ETF MSCI EMU ID (UIMG.F),N/A,N/A
4JZ3.HM,SPDR S&P600; SCV ETF,ETF,0,SPDR S&P600; SCV ETF (4JZ3.HM),N/A,N/A
CN1.MI,Amundi ETF MSCI Nordic A/I,ETF,0,Amundi ETF MSCI Nordic A/I (CN1.MI),N/A,N/A
069660.KS,KOSEF 200,ETF,0,KOSEF 200 (069660.KS),N/A,N/A
CFR.L,Amundi ETF MSCI France A/I,ETF,0,Amundi ETF MSCI France A/I (CFR.L),N/A,N/A
19306224.SG,,ETF,0,19306224.SG,N/A,N/A
FSU,FactorShares 2X: S&P500; Bull/USD Bear,ETF,0,FactorShares 2X: S&P500; Bull/USD Bear (FSU),N/A,N/A
4421049.SG,,ETF,0,4421049.SG,N/A,N/A
O013.L,ISHS EUR MR LG G-CT,ETF,0,ISHS EUR MR LG G-CT (O013.L),N/A,N/A
LYS1.F,LY.ETF R.2000 C-EUR,ETF,0,LY.ETF R.2000 C-EUR (LYS1.F),N/A,N/A
18MC.DE,AM EONIA UCITS ETF,ETF,0,AM EONIA UCITS ETF (18MC.DE),N/A,N/A
FSZ,First Trust Switzerland AlphaDEX,ETF,0,First Trust Switzerland AlphaDEX (FSZ),N/A,N/A
20702127.SG,,ETF,0,20702127.SG,N/A,N/A
EXH5.HM,IS SEU600 INS,ETF,0,IS SEU600 INS (EXH5.HM),N/A,N/A
SOFF.MI,SOFF/ETFS,ETF,0,SOFF/ETFS (SOFF.MI),N/A,N/A
IUSP.MI,ISHS US PRO YI USD,ETF,0,ISHS US PRO YI USD (IUSP.MI),N/A,N/A
IPRP.AS,ISHS EUR PRO YE EUR,ETF,0,ISHS EUR PRO YE EUR (IPRP.AS),N/A,N/A
FSE,FactorShares 2X: S&P500; Bull/TBond Bear,ETF,0,FactorShares 2X: S&P500; Bull/TBond Bear (FSE),N/A,N/A
EUN9.SG,ISHS EUR GOV B G-CT,ETF,0,ISHS EUR GOV B G-CT (EUN9.SG),N/A,N/A
FSG,FactorShares 2X: Gold Bull/S&P500; Bear,ETF,0,FactorShares 2X: Gold Bull/S&P500; Bear (FSG),N/A,N/A
IQQN.MU,ISHS MSCI NH AM G-C,ETF,0,ISHS MSCI NH AM G-C (IQQN.MU),N/A,N/A
18558003.SG,,ETF,0,18558003.SG,N/A,N/A
EPOL,iShares MSCI Poland Capped,ETF,0,iShares MSCI Poland Capped (EPOL),N/A,N/A
20204351.SG,,ETF,0,20204351.SG,N/A,N/A
IUSP.F,ISHS EM MKS LOC G-C,ETF,0,ISHS EM MKS LOC G-C (IUSP.F),N/A,N/A
SJNK,SPDR BarCap ST High Yield Bond ETF,ETF,0,SPDR BarCap ST High Yield Bond ETF (SJNK),N/A,N/A
RBPX.L,RBS 20 VRN,ETF,0,RBS 20 VRN (RBPX.L),N/A,N/A
20338599.SG,,ETF,0,20338599.SG,N/A,N/A
TIPZ,PIMCO Broad U.S. TIPS Index ETF,ETF,0,PIMCO Broad U.S. TIPS Index ETF (TIPZ),N/A,N/A
FZB,FaithShares Baptist Values,ETF,0,FaithShares Baptist Values (FZB),N/A,N/A
TIPX,SPDR Barclays 1-10 Year TIPS ETF,ETF,0,SPDR Barclays 1-10 Year TIPS ETF (TIPX),N/A,N/A
1680049.SW,DB CAP VRN,ETF,0,DB CAP VRN (1680049.SW),N/A,N/A
LYY6.MU,L.ETF COM.CRB C-EUR,ETF,0,L.ETF COM.CRB C-EUR (LYY6.MU),N/A,N/A
46LF.L,UNITECH/HSBC 16 VRN,ETF,0,UNITECH/HSBC 16 VRN (46LF.L),N/A,N/A
IBC2.BE,ISHS MSCI CA USD-AC,ETF,0,ISHS MSCI CA USD-AC (IBC2.BE),N/A,N/A
21798252.SG,,ETF,0,21798252.SG,N/A,N/A
AUSE,WisdomTree Australia Dividend,ETF,0,WisdomTree Australia Dividend (AUSE),N/A,N/A
77AP.L,RELIA/HSBC WT19,ETF,0,RELIA/HSBC WT19 (77AP.L),N/A,N/A
20001165.SG,,ETF,0,20001165.SG,N/A,N/A
GEMS,PureFunds Diamond/Gemstone ETF,ETF,0,PureFunds Diamond/Gemstone ETF (GEMS),N/A,N/A
VONE,Vanguard Russell 1000 Index ETF,ETF,0,Vanguard Russell 1000 Index ETF (VONE),N/A,N/A
VONG,Vanguard Russell 1000 Growth Index ETF,ETF,0,Vanguard Russell 1000 Growth Index ETF (VONG),N/A,N/A
IJPN.MI,ISHARES MSCI JA USD,ETF,0,ISHARES MSCI JA USD (IJPN.MI),N/A,N/A
DX2I.HM,DBXT MSCI EU M 1C,ETF,0,DBXT MSCI EU M 1C (DX2I.HM),N/A,N/A
20984958.SG,,ETF,0,20984958.SG,N/A,N/A
JFT,KEYnotes First Trust Enh 130/30 LgCp ETN,ETF,0,KEYnotes First Trust Enh 130/30 LgCp ETN (JFT),N/A,N/A
HKOR.SW,HSBC ETFs PLC HSBC MSCI Korea ETF,ETF,0,HSBC ETFs PLC HSBC MSCI Korea ETF (HKOR.SW),N/A,N/A
20414391.SG,,ETF,0,20414391.SG,N/A,N/A
21403105.SG,,ETF,0,21403105.SG,N/A,N/A
19529967.SG,,ETF,0,19529967.SG,N/A,N/A
VEF6.MU,MKT VCTS STL IND FD,ETF,0,MKT VCTS STL IND FD (VEF6.MU),N/A,N/A
LYPT.BE,MUL LY C SPT60 D,ETF,0,MUL LY C SPT60 D (LYPT.BE),N/A,N/A
SPYZ.DE,SPDR MSCI Europe Financials ETF A/I,ETF,0,SPDR MSCI Europe Financials ETF A/I (SPYZ.DE),N/A,N/A
HOD.TO,Horizons BetaPro NYMEX Crude Oil Bear,ETF,0,Horizons BetaPro NYMEX Crude Oil Bear (HOD.TO),N/A,N/A
