Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
ARW,"Arrow Electronics, Inc.",Electronics Wholesale,5.41B,"Arrow Electronics, Inc.(ARW)",684M,794M
ARU,Ares Capital Corporation 5.875%,,0,Ares Capital Corporation 5.875%(ARU),118B,639B
MCY,Mercury General Corporation,Property & Casualty Insurance,2.73B,Mercury General Corporation(MCY),321M,785M
ARX,Aeroflex Holding Corp.,Semiconductor - Integrated Circuits,545.33M,Aeroflex Holding Corp.(ARX),621M,680M
ARY,Ares Capital Corporation 7.75% ,,0,Ares Capital Corporation 7.75% (ARY),73B,530M
ARC,"ARC Document Solutions, Inc.",Business Services,375.16M,"ARC Document Solutions, Inc.(ARC)",640B,618M
OIB,Invesco Municipal Income Opport,,0,Invesco Municipal Income Opport(OIB),862B,392B
ARG,"Airgas, Inc.",Chemicals - Major Diversified,8.26B,"Airgas, Inc.(ARG)",789B,923B
MCI,Babson Capital Corporate Invest,,0,Babson Capital Corporate Invest(MCI),370M,208B
ARK,Blackrock Senior High Income Fu,,0,Blackrock Senior High Income Fu(ARK),212M,858B
ARO,"Aeropostale, Inc.",Apparel Stores,718.60M,"Aeropostale, Inc.(ARO)",730B,322M
MCO,Moody's Corporation,Business Services,16.84B,Moody's Corporation(MCO),33M,983M
MCN,Madison Covered Call & Equity S,,0,Madison Covered Call & Equity S(MCN),615M,140M
HBA-PF,"HSBC USA, Inc. Preferred Series",,0,"HSBC USA, Inc. Preferred Series(HBA-PF)",184M,884M
FSRV,FirstService Corporation,,1.53B,FirstService Corporation(FSRV),977B,969B
EXAR,Exar Corp.,Semiconductor - Integrated Circuits,554.91M,Exar Corp.(EXAR),768B,820B
WTM,"White Mountains Insurance Group, Ltd.",Property & Casualty Insurance,3.72B,"White Mountains Insurance Group, Ltd.(WTM)",880M,542B
WTW,"Weight Watchers International, Inc.",Personal Services,1.87B,"Weight Watchers International, Inc.(WTW)",191B,770B
CVBF,CVB Financial Corp.,Regional - Pacific Banks,1.80B,CVB Financial Corp.(CVBF),880M,339B
WTR,Aqua America Inc.,Water Utilities,4.21B,Aqua America Inc.(WTR),363B,508B
WTS,"Watts Water Technologies, Inc.",Industrial Equipment & Components,2.18B,"Watts Water Technologies, Inc.(WTS)",914B,338B
CS,Credit Suisse Group AG,Foreign Money Center Banks,49.09B,Credit Suisse Group AG(CS),638M,179M
SLCA,"U.S. Silica Holdings, Inc.",Industrial Metals & Minerals,1.82B,"U.S. Silica Holdings, Inc.(SLCA)",219B,690B
TROW,"T. Rowe Price Group, Inc.",Asset Management,21.71B,"T. Rowe Price Group, Inc.(TROW)",418M,96M
VOD,Vodafone Group Public Limited Company,,189.59B,Vodafone Group Public Limited Company(VOD),894B,478M
LXRX,"Lexicon Pharmaceuticals, Inc.",Biotechnology,934.60M,"Lexicon Pharmaceuticals, Inc.(LXRX)",440B,750B
EBAY,eBay Inc.,Catalog & Mail Order Houses,69.95B,eBay Inc.(EBAY),250B,626M
LMCA,Liberty Media Corporation,Broadcasting - TV,16.73B,Liberty Media Corporation(LMCA),900B,577M
DCA,Virtus Total Return Fund,,0,Virtus Total Return Fund(DCA),665M,688B
JBN,Select Asset Inc. Select Asset ,,0,Select Asset Inc. Select Asset (JBN),775B,853M
JBI,Lehman ABS Cp 7.857% 7.875 CP B,,0,Lehman ABS Cp 7.857% 7.875 CP B(JBI),123B,173M
JBK,Lehman ABS 3.50 3.50% Adjustabl,,0,Lehman ABS 3.50 3.50% Adjustabl(JBK),662B,397M
JBJ,Corporate Backed Tr Ctfs Rep NY,,0,Corporate Backed Tr Ctfs Rep NY(JBJ),870M,218B
DCI,"Donaldson Company, Inc.",Pollution & Treatment Controls,6.38B,"Donaldson Company, Inc.(DCI)",382M,643B
DCO,Ducommun Inc.,Aerospace/Defense Products & Services,321.46M,Ducommun Inc.(DCO),791B,253B
GKM,Ally Financial Inc.,,0,Ally Financial Inc.(GKM),278B,49M
SYNM,Syntroleum Corp.,Oil & Gas Refining & Marketing,34.59M,Syntroleum Corp.(SYNM),485M,794M
SXE,"Southcross Energy Partners, L.P.",Gas Utilities,430.97M,"Southcross Energy Partners, L.P.(SXE)",473M,159M
SXC,SunCoke Energy Inc.,Steel & Iron,1.59B,SunCoke Energy Inc.(SXC),407M,369M
SXT,Sensient Technologies Corporation,Specialty Chemicals,2.42B,Sensient Technologies Corporation(SXT),776B,297B
EPAX,Ambassadors Group Inc.,Education & Training Services,82.39M,Ambassadors Group Inc.(EPAX),237B,422B
SYNT,"Syntel, Inc.",Information Technology Services,3.83B,"Syntel, Inc.(SYNT)",902B,7B
TBAC,"Tandy Brands Accessories, Inc.",Textile - Apparel Footwear & Accessories,1.65M,"Tandy Brands Accessories, Inc.(TBAC)",196M,529M
CVX,Chevron Corporation,Major Integrated Oil & Gas,239.43B,Chevron Corporation(CVX),241B,738B
EPAY,"Bottomline Technologies (de), Inc.",Business Software & Services,1.29B,"Bottomline Technologies (de), Inc.(EPAY)",253M,82B
GMED,"Globus Medical, Inc.",Medical Appliances & Equipment,1.84B,"Globus Medical, Inc.(GMED)",183B,299M
RGS,Regis Corp.,Personal Services,822.21M,Regis Corp.(RGS),694B,247B
SANWZ,S&W; Seed Company,,0,S&W; Seed Company(SANWZ),351B,933M
ENOC,"EnerNOC, Inc.",Business Services,469.04M,"EnerNOC, Inc.(ENOC)",706M,671B
WAFD,Washington Federal Inc.,Savings & Loans,2.38B,Washington Federal Inc.(WAFD),520M,388M
RPAI,"Retail Properties of America, Inc.",REIT - Diversified,2.99B,"Retail Properties of America, Inc.(RPAI)",467B,770M
EQS,"Equus Total Return, Inc.",Diversified Investments,19.33M,"Equus Total Return, Inc.(EQS)",576M,275M
EQR,Equity Residential,REIT - Residential,18.76B,Equity Residential(EQR),202B,489M
CA,CA Technologies,Business Software & Services,15.16B,CA Technologies(CA),889B,529B
CG,The Carlyle Group LP,Asset Management,1.73B,The Carlyle Group LP(CG),590M,546M
CF,"CF Industries Holdings, Inc.",Agricultural Chemicals,13.28B,"CF Industries Holdings, Inc.(CF)",966B,634M
CE,Celanese Corporation,Chemicals - Major Diversified,8.70B,Celanese Corporation(CE),295M,222B
EQT,EQT Corporation,Gas Utilities,13.59B,EQT Corporation(EQT),453B,497M
EQY,Equity One Inc.,REIT - Retail,2.70B,Equity One Inc.(EQY),572M,516B
PFBX,Peoples Financial Corporation,Regional - Northeast Banks,67.83M,Peoples Financial Corporation(PFBX),45M,463B
SFM,"Sprouts Farmers Market, Inc.",Grocery Stores,5.61B,"Sprouts Farmers Market, Inc.(SFM)",549M,976B
CM,Canadian Imperial Bank of Commerce,Money Center Banks,33.77B,Canadian Imperial Bank of Commerce(CM),462M,438M
CVI,"CVR Energy, Inc.",Oil & Gas Refining & Marketing,3.66B,"CVR Energy, Inc.(CVI)",965M,374B
TLYS,"Tilly's, Inc.",Apparel Stores,317.11M,"Tilly's, Inc.(TLYS)",896B,739M
CP,Canadian Pacific Railway Limited,Railroads,26.42B,Canadian Pacific Railway Limited(CP),335M,949M
PFBC,Preferred Bank,Regional - Pacific Banks,270.22M,Preferred Bank(PFBC),486M,843M
CY,Cypress Semiconductor Corporation,Semiconductor - Broad Line,1.58B,Cypress Semiconductor Corporation(CY),373M,509B
CX,"CEMEX, S.A.B. de C.V.",Cement,13.37B,"CEMEX, S.A.B. de C.V.(CX)",584M,644M
EQM,"EQT Midstream Partners, LP",Major Integrated Oil & Gas,2.82B,"EQT Midstream Partners, LP(EQM)",279M,134B
RBS,The Royal Bank of Scotland Group plc,,62.90B,The Royal Bank of Scotland Group plc(RBS),877B,275B
RBA,Ritchie Bros. Auctioneers Incorporated,Business Services,2.47B,Ritchie Bros. Auctioneers Incorporated(RBA),210B,846M
NSYS,Nortech Systems Inc.,Diversified Electronics,15.74M,Nortech Systems Inc.(NSYS),377B,517B
DFRG,"Del Frisco's Restaurant Group, Inc.",Restaurants,553.44M,"Del Frisco's Restaurant Group, Inc.(DFRG)",66M,948B
MINI,"Mobile Mini, Inc.",Packaging & Containers,1.84B,"Mobile Mini, Inc.(MINI)",948B,598B
BOFI,"BofI Holding, Inc.",Savings & Loans,1.08B,"BofI Holding, Inc.(BOFI)",147B,314M
ACAT,Arctic Cat Inc.,Recreational Vehicles,761.45M,Arctic Cat Inc.(ACAT),887B,588M
AMGN,Amgen Inc.,Biotechnology,87.01B,Amgen Inc.(AMGN),420M,487B
SCCO,Southern Copper Corp.,Copper,23.90B,Southern Copper Corp.(SCCO),892B,447B
RDEN,"Elizabeth Arden, Inc.",Personal Products,1.05B,"Elizabeth Arden, Inc.(RDEN)",79B,51M
SAVE,"Spirit Airlines, Inc.",Major Airlines,3.28B,"Spirit Airlines, Inc.(SAVE)",197B,362M
BAK,Braskem S.A.,Chemicals - Major Diversified,7.07B,Braskem S.A.(BAK),108B,254B
PLP,Protective Life Corporation 8.0,,0,Protective Life Corporation 8.0(PLP),335M,509B
PLL,Pall Corporation,Diversified Machinery,9.42B,Pall Corporation(PLL),65M,492M
CSWC,Capital Southwest Corporation,Asset Management,534.03M,Capital Southwest Corporation(CSWC),704B,704B
AMZN,Amazon.com Inc.,Catalog & Mail Order Houses,180.53B,Amazon.com Inc.(AMZN),515B,30B
OINK,"Tianli Agritech, Inc.",Farm Products,31.42M,"Tianli Agritech, Inc.(OINK)",868M,750M
CHMI,Cherry Hill Mortgage Investment Corporation,REIT - Residential,131.70M,Cherry Hill Mortgage Investment Corporation(CHMI),304B,528M
SGL,"Strategic Global Income Fund, I",,0,"Strategic Global Income Fund, I(SGL)",483M,794B
CNYD,"China Yida Holding, Co.",Personal Services,11.23M,"China Yida Holding, Co.(CNYD)",103B,252M
SGK,Schawk Inc.,Processing Systems & Products,387.80M,Schawk Inc.(SGK),229B,830M
KWR,Quaker Chemical Corporation,Specialty Chemicals,1.02B,Quaker Chemical Corporation(KWR),853B,435M
UFPT,"UFP Technologies, Inc.",Packaging & Containers,178.58M,"UFP Technologies, Inc.(UFPT)",22B,158M
KWN,"Kennedy-Wilson Holdings, Inc.",,1.98B,"Kennedy-Wilson Holdings, Inc.(KWN)",375B,635B
KWK,Quicksilver Resources Inc.,Independent Oil & Gas,521.36M,Quicksilver Resources Inc.(KWK),562M,974M
JASO,"JA Solar Holdings Co., Ltd.",Semiconductor - Specialized,380.92M,"JA Solar Holdings Co., Ltd.(JASO)",60B,755M
HJN,Saturns Goldman Sachs Cap I Ser,,0,Saturns Goldman Sachs Cap I Ser(HJN),862B,279B
HJJ,MS Structured Asset Corp SATURN,,0,MS Structured Asset Corp SATURN(HJJ),120M,434M
HLSS,"Home Loan Servicing Solutions, Ltd.",Mortgage Investment,1.60B,"Home Loan Servicing Solutions, Ltd.(HLSS)",384M,858B
VICR,Vicor Corp.,Diversified Electronics,522.19M,Vicor Corp.(VICR),198B,136B
VICL,Vical Incorporated,Biotechnology,101.53M,Vical Incorporated(VICL),835M,442B
CENTA,Centaurus 2002 SICAV,,333.16M,Centaurus 2002 SICAV(CENTA),797M,557M
IFON,Infosonics Corp.,Communication Equipment,23.26M,Infosonics Corp.(IFON),445B,977M
SNCR,"Synchronoss Technologies, Inc.",Application Software,1.22B,"Synchronoss Technologies, Inc.(SNCR)",850M,813M
RCKB,Rockville Financial Inc.,Savings & Loans,358.80M,Rockville Financial Inc.(RCKB),13B,958B
RCKY,"Rocky Brands, Inc.",Textile - Apparel Footwear & Accessories,107.85M,"Rocky Brands, Inc.(RCKY)",178B,107M
WOOF,VCA Antech Inc.,Personal Services,2.79B,VCA Antech Inc.(WOOF),83B,354B
VCV,Invesco California Value Munici,,0,Invesco California Value Munici(VCV),684M,168M
CENT,Central Garden & Pet Company,Food - Major Diversified,334.15M,Central Garden & Pet Company(CENT),672B,38B
CLVS,"Clovis Oncology, Inc.",Biotechnology,1.77B,"Clovis Oncology, Inc.(CLVS)",805M,759M
HCSG,Healthcare Services Group Inc.,Business Services,1.98B,Healthcare Services Group Inc.(HCSG),853B,250B
VCI,Valassis Communications Inc.,Marketing Services,1.32B,Valassis Communications Inc.(VCI),907M,993B
OKE,ONEOK Inc.,Gas Utilities,12.65B,ONEOK Inc.(OKE),43M,42B
AXTI,AXT Inc.,Semiconductor - Integrated Circuits,82.59M,AXT Inc.(AXTI),903M,880M
SWFT,Swift Transportation Company,Trucking,3.12B,Swift Transportation Company(SWFT),650M,206M
NCO,"Nuveen California Municipal Market Opportunity Fund, Inc.",Closed-End Fund - Debt,110.49M,"Nuveen California Municipal Market Opportunity Fund, Inc.(NCO)",677M,897B
HLF,Herbalife Ltd.,Personal Products,7.83B,Herbalife Ltd.(HLF),705M,745B
RMD,ResMed Inc.,Medical Appliances & Equipment,6.71B,ResMed Inc.(RMD),558B,462B
NCA,Nuveen California Municipal Val,,0,Nuveen California Municipal Val(NCA),938M,625M
HLS,HEALTHSOUTH Corp.,Specialized Health Services,2.90B,HEALTHSOUTH Corp.(HLS),590B,661M
NCZ,AllianzGI Convertible & Income ,,0,AllianzGI Convertible & Income (NCZ),369M,281B
CNDO,"Coronado Biosciences, Inc.",Biotechnology,92.59M,"Coronado Biosciences, Inc.(CNDO)",596B,931B
NCR,NCR Corp.,Information Technology Services,5.66B,NCR Corp.(NCR),238B,161B
NCS,NCI Building Systems Inc.,General Building Materials,1.31B,NCI Building Systems Inc.(NCS),814B,439M
ACMP,"Access Midstream Partners, L.P.",Oil & Gas Refining & Marketing,9.90B,"Access Midstream Partners, L.P.(ACMP)",969B,156M
TMO,"Thermo Fisher Scientific, Inc.",Medical Laboratories & Research,39.90B,"Thermo Fisher Scientific, Inc.(TMO)",524B,45B
KODK,Eastman Kodak Co.,Electronic Equipment,1.39B,Eastman Kodak Co.(KODK),729M,887B
PCCC,"PC Connection, Inc.",Catalog & Mail Order Houses,653.18M,"PC Connection, Inc.(PCCC)",433M,372B
GEVA,Synageva BioPharma Corp.,Biotechnology,2.03B,Synageva BioPharma Corp.(GEVA),90M,912B
UAN,"CVR Partners, LP",Agricultural Chemicals,1.16B,"CVR Partners, LP(UAN)",360M,424B
BQH,BlackRock New York Municipal Bond Trust,Closed-End Fund - Debt,35.14M,BlackRock New York Municipal Bond Trust(BQH),194M,310B
RSE,"Rouse Properties, Inc.",Property Management,1.08B,"Rouse Properties, Inc.(RSE)",648M,113M
APU,AmeriGas Partners LP,Gas Utilities,4.05B,AmeriGas Partners LP(APU),591B,703M
ENT,Global Eagle Entertainment Inc.,Conglomerates,836.83M,Global Eagle Entertainment Inc.(ENT),263B,135B
MAC,The Macerich Company,REIT - Retail,8.32B,The Macerich Company(MAC),230M,180M
MAA,Mid-America Apartment Communities Inc.,REIT - Residential,4.57B,Mid-America Apartment Communities Inc.(MAA),945M,415M
APD,Air Products & Chemicals Inc.,Chemicals - Major Diversified,23.80B,Air Products & Chemicals Inc.(APD),178M,545M
APF,Morgan Stanley Asia-Pacific Fun,,0,Morgan Stanley Asia-Pacific Fun(APF),918B,96M
APL,"Atlas Pipeline Partners, L.P.",Oil & Gas Pipelines,2.80B,"Atlas Pipeline Partners, L.P.(APL)",236B,344B
STLD,Steel Dynamics Inc.,Steel & Iron,4.32B,Steel Dynamics Inc.(STLD),73B,659M
APH,Amphenol Corporation,Diversified Electronics,14.03B,Amphenol Corporation(APH),842B,525B
MAV,Pioneer Municipal High Income Advantage Trust,Closed-End Fund - Debt,301.09M,Pioneer Municipal High Income Advantage Trust(MAV),757B,811B
MAT,"Mattel, Inc.",Toys & Games,16.19B,"Mattel, Inc.(MAT)",737B,799M
MUSA,Murphy USA Inc.,"Specialty Retail, Other",1.96B,Murphy USA Inc.(MUSA),59M,69B
ADEP,Adept Technology Inc.,Diversified Machinery,166.88M,Adept Technology Inc.(ADEP),243M,632B
LUX,Luxottica Group SpA,Apparel Stores,25.41B,Luxottica Group SpA(LUX),884B,175B
ADES,"Advanced Emissions Solutions, Inc.",Pollution & Treatment Controls,542.22M,"Advanced Emissions Solutions, Inc.(ADES)",59B,107M
LUB,"Luby's, Inc.",Restaurants,209.71M,"Luby's, Inc.(LUB)",643B,634M
FB,"Facebook, Inc.",Internet Information Providers,132.90B,"Facebook, Inc.(FB)",615M,267B
FE,FirstEnergy Corp.,Electric Utilities,13.69B,FirstEnergy Corp.(FE),131M,319M
FF,FutureFuel Corp.,Chemicals - Major Diversified,686.10M,FutureFuel Corp.(FF),553M,395M
HAIN,"The Hain Celestial Group, Inc.",Food Wholesale,4.30B,"The Hain Celestial Group, Inc.(HAIN)",788M,300M
FI,Frank's International N.V.,Oil & Gas Pipelines,4.15B,Frank's International N.V.(FI),736M,592B
FL,"Foot Locker, Inc.",Textile - Apparel Footwear & Accessories,6.07B,"Foot Locker, Inc.(FL)",286M,849B
FN,Fabrinet,Electronic Equipment,708.23M,Fabrinet(FN),271B,821M
TITN,"Titan Machinery, Inc.","Specialty Retail, Other",373.67M,"Titan Machinery, Inc.(TITN)",716M,890B
PKT,"Procera Networks, Inc.",Business Software & Services,306.41M,"Procera Networks, Inc.(PKT)",557B,101M
ELA,"Entergy Louisiana, LLC First Mo",,0,"Entergy Louisiana, LLC First Mo(ELA)",80M,282M
ELB,"Entergy Louisiana, Inc. 6.0% Se",,0,"Entergy Louisiana, Inc. 6.0% Se(ELB)",460M,47B
DRE-PK,Duke Realty Corporation Duke Re,,0,Duke Realty Corporation Duke Re(DRE-PK),635B,838B
ELN,"Elan Corporation, plc",Drug Delivery,0,"Elan Corporation, plc(ELN)",954M,192M
TKR,Timken Co.,Machine Tools & Accessories,5.22B,Timken Co.(TKR),310B,802B
AAP,Advance Auto Parts Inc.,Auto Parts Stores,7.97B,Advance Auto Parts Inc.(AAP),936M,585B
ELX,Emulex Corporation,Data Storage Devices,649.86M,Emulex Corporation(ELX),962B,550M
PRIS-B,"Promotora de Informaciones, S.A.",,694.22M,"Promotora de Informaciones, S.A.(PRIS-B)",873M,659B
VCLK,"ValueClick, Inc.",Internet Information Providers,1.56B,"ValueClick, Inc.(VCLK)",848B,200M
SBRAP,"Sabra Health Care REIT, Inc.",,890.20M,"Sabra Health Care REIT, Inc.(SBRAP)",124B,170B
BKYF,Bank of Kentucky Financial Corp.,Regional - Southeast Banks,276.92M,Bank of Kentucky Financial Corp.(BKYF),693M,843B
ZUMZ,"Zumiez, Inc.","Specialty Retail, Other",800.68M,"Zumiez, Inc.(ZUMZ)",898B,752B
BDGE,"Bridge Bancorp, Inc.",Regional - Northeast Banks,236.48M,"Bridge Bancorp, Inc.(BDGE)",884B,761B
INWK,InnerWorkings Inc.,Business Services,400.13M,InnerWorkings Inc.(INWK),726B,705B
LTRX,"Lantronix, Inc.",Networking & Communication Devices,22.58M,"Lantronix, Inc.(LTRX)",10B,283B
SZC,Cushing Renaissance Fund (The) ,,0,Cushing Renaissance Fund (The) (SZC),350M,857M
GEF,"Greif, Inc.",Packaging & Containers,2.49B,"Greif, Inc.(GEF)",284M,820M
GEH,General Electric Capital Corporation,,N/A,General Electric Capital Corporation(GEH),706B,908B
GEL,Genesis Energy LP,Oil & Gas Pipelines,0,Genesis Energy LP(GEL),949M,682B
GEO,"The GEO Group, Inc.",Security & Protection Services,2.32B,"The GEO Group, Inc.(GEO)",881M,755B
H,Hyatt Hotels Corporation,Lodging,7.80B,Hyatt Hotels Corporation(H),740B,761B
GEQ,Guggenheim Equal Weight Enhance,,0,Guggenheim Equal Weight Enhance(GEQ),716B,779B
GES,Guess' Inc.,Apparel Stores,2.67B,Guess' Inc.(GES),865M,619M
PEOP,"Peoples Federal Bancshares, Inc.",Regional - Northeast Banks,101.84M,"Peoples Federal Bancshares, Inc.(PEOP)",138B,213M
SLRC,Solar Capital Ltd.,Diversified Investments,998.33M,Solar Capital Ltd.(SLRC),784M,829B
DEX,Delaware Enhanced Global Divide,,0,Delaware Enhanced Global Divide(DEX),447B,266M
KEY,KeyCorp.,Money Center Banks,12.00B,KeyCorp.(KEY),147B,759M
CTCM,"CTC Media, Inc",Broadcasting - TV,2.14B,"CTC Media, Inc(CTCM)",927M,429M
DEI,Douglas Emmett Inc,REIT - Diversified,3.35B,Douglas Emmett Inc(DEI),814B,732B
CTCH,Commtouch Software Ltd.,Application Software,76.25M,Commtouch Software Ltd.(CTCH),383M,496B
DEO,Diageo plc,Beverages - Wineries & Distillers,82.15B,Diageo plc(DEO),47M,363B
DEL,Deltic Timber Corporation,"Lumber, Wood Production",874.72M,Deltic Timber Corporation(DEL),976M,608B
DEG,Etablissements Delhaize Fr,Grocery Stores,6.02B,Etablissements Delhaize Fr(DEG),406B,575B
REXX,Rex Energy Corporation,Oil & Gas Drilling & Exploration,1.02B,Rex Energy Corporation(REXX),506M,413B
EFSC,Enterprise Financial Services Corp.,Regional - Southwest  Banks,399.59M,Enterprise Financial Services Corp.(EFSC),249M,706B
IIJI,Internet Initiative Japan Inc.,Internet Service Providers,1.23B,Internet Initiative Japan Inc.(IIJI),317M,663B
LDOS,"Leidos Holdings, Inc.",Information & Delivery Services,3.98B,"Leidos Holdings, Inc.(LDOS)",538B,838M
TNAV,"Telenav, Inc.",Scientific & Technical Instruments,247.80M,"Telenav, Inc.(TNAV)",192M,403M
ASNA,Ascena Retail Group Inc.,Apparel Stores,3.42B,Ascena Retail Group Inc.(ASNA),865B,443M
ELLI,"Ellie Mae, Inc.",Application Software,771.79M,"Ellie Mae, Inc.(ELLI)",339M,354M
UBS-PD,UBS AG Trust Preferred Securiti,,0,UBS AG Trust Preferred Securiti(UBS-PD),123M,172B
SATS,EchoStar Corp.,Communication Equipment,4.48B,EchoStar Corp.(SATS),310M,882M
ABFS,Arkansas Best Corporation,Trucking,872.50M,Arkansas Best Corporation(ABFS),911M,840M
PNR,Pentair Ltd.,Industrial Equipment & Components,15.41B,Pentair Ltd.(PNR),389B,391M
PNW,Pinnacle West Capital Corporation,Electric Utilities,5.84B,Pinnacle West Capital Corporation(PNW),326M,149B
PNU,"PNC Financial Services Group, I",,0,"PNC Financial Services Group, I(PNU)",907M,17M
DK,"Delek US Holdings, Inc.",Oil & Gas Refining & Marketing,2.00B,"Delek US Holdings, Inc.(DK)",23M,900B
PNX,The Phoenix Companies Inc.,Life Insurance,347.07M,The Phoenix Companies Inc.(PNX),438M,913M
MILL,"Miller Energy Resources, Inc.",Independent Oil & Gas,312.56M,"Miller Energy Resources, Inc.(MILL)",175M,108B
PNC,"The PNC Financial Services Group, Inc.",Money Center Banks,41.23B,"The PNC Financial Services Group, Inc.(PNC)",39B,32M
PNG,"PAA Natural Gas Storage, L.P.",Gas Utilities,1.69B,"PAA Natural Gas Storage, L.P.(PNG)",275M,446M
OILT,"Oiltanking Partners, L.P.",Oil & Gas Pipelines,2.38B,"Oiltanking Partners, L.P.(OILT)",372B,431B
CHOP,China Gerui Advanced Materials Group Ltd.,Steel & Iron,72.02M,China Gerui Advanced Materials Group Ltd.(CHOP),53M,753M
VZ,Verizon Communications Inc.,Telecom Services - Domestic,140.69B,Verizon Communications Inc.(VZ),168B,551M
TTWO,Take-Two Interactive Software Inc.,Multimedia & Graphics Software,1.55B,Take-Two Interactive Software Inc.(TTWO),504M,314M
KYE,Kayne Anderson Total Energy Ret,,0,Kayne Anderson Total Energy Ret(KYE),141M,590B
